Country,Happy,Economy,Family,Health,Freedom,Generous,Trust ,Year
Indonesia,5.04279995,9.246450424,0.809478104,61.5,0.779418349,0.459267557,0.945967257,2015
Indonesia,5.136325359,9.284182549,0.791830599,61.70000076,0.82994163,0.487541914,0.889677405,2016
Indonesia,5.098401546,9.322663307,0.795589209,61.90000153,0.865026295,0.475460678,0.900416434,2017
Indonesia,5.340295792,9.362827301,0.809378862,62.09999847,0.879374385,0.499377817,0.867729425,2018
Indonesia,5.285600185,9.36975193,0.808379889,62.15584946,0.870614409,0.519586504,0.876296401,2019
Iran,4.749955654,9.711170197,0.572406888,65.09999847,0.780383229,0.145681813,0.698951244,2015
Iran,4.652730942,9.825400352,0.566281199,65.40000153,0.773303747,0.154438794,0.712782621,2016
Iran,4.716783047,9.856533051,0.714232922,65.69999695,0.730635166,0.186621651,0.714941323,2017
Iran,4.278117657,9.886064529,0.673764706,66,0.603319883,0.044715501,0.703439772,2018
Iran,4.672399998,9.813719749,0.694689691,66.00614929,0.647873282,0.117891103,0.714635968,2019
Iraq,4.493377209,9.620651245,0.684434831,58.40000153,0.599459946,-0.019348731,0.762167156,2015
Iraq,4.412537098,9.695360184,0.718956709,59,0.666160166,-0.088390231,0.798866451,2016
Iraq,4.462399006,9.659119606,0.695109367,59.59999847,0.627722025,-0.037714854,0.757108808,2017
Iraq,4.784800053,9.661095619,0.747694969,59.90354919,0.633182645,-0.06956476,0.82226181,2019
Ireland,6.830125332,11.01564217,0.95294255,72,0.892276943,0.227882653,0.408756912,2015
Ireland,7.04073143,11.05449009,0.958144009,72.09999847,0.874589145,0.168430954,0.398544312,2016
Ireland,7.060155392,11.11744022,0.943481982,72.19999695,0.905341148,0.210759684,0.33708474,2017
Ireland,6.962335587,11.16332817,0.937862396,72.30000305,0.861471593,0.139783427,0.362210244,2018
Ireland,7.093699932,11.16097832,0.942081571,72.30078888,0.886982977,0.145784974,0.357184172,2019
Israel,7.07941103,10.37425232,0.864130199,72.69999695,0.752783954,0.105966061,0.789429903,2015
Israel,7.159010887,10.39477539,0.889660776,72.90000153,0.772297323,0.15050979,0.804056585,2016
Israel,7.331036091,10.40826416,0.916440845,73.09999847,0.768076301,0.142772496,0.792652249,2017
Israel,6.92717886,10.4245739,0.90959543,73.30000305,0.724662304,0.052549962,0.770134807,2018
Israel,7.128600121,10.41752529,0.913571239,73.20025635,0.747580588,0.10259372,0.78085506,2019
Italy,5.847683907,10.44295979,0.908986509,73,0.574765742,-0.066691227,0.912753046,2015
Italy,5.95452404,10.45320511,0.927212834,73.19999695,0.623741627,-0.082749397,0.902801216,2016
Italy,6.198870182,10.4693718,0.919791222,73.40000153,0.632843256,-0.037178084,0.866667926,2017
Italy,6.516526699,10.48051643,0.912656128,73.59999847,0.650009274,-0.023462269,0.887824833,2018
Italy,6.38740015,10.48183632,0.889878571,73.60168457,0.66465199,-0.043460999,0.873404682,2019
Ivory Coast,4.445038795,8.083826065,0.703991652,47.70000076,0.7997455,-0.038274027,0.744249642,2015
Ivory Coast,4.542545795,8.138846397,0.617400765,48.29999924,0.768789351,-0.028539145,0.757453382,2016
Ivory Coast,5.037734985,8.188968658,0.661375344,48.90000153,0.732097924,-0.096848264,0.770940244,2017
Ivory Coast,5.26837492,8.236133575,0.620882571,49.5,0.712590039,-0.036959659,0.790966868,2018
Ivory Coast,5.233300209,8.225561142,0.658048689,49.50377274,0.727909327,-0.043991156,0.790771961,2019
Jamaica,5.889759064,9.011104584,0.91302985,67.09999847,0.860676348,-0.128097996,0.882796168,2017
Jamaica,5.889800072,9.006250381,0.915701866,67.09999847,0.858068526,-0.125106767,0.888890028,2019
Japan,5.879684448,10.54225731,0.922657192,74.69999695,0.831694186,-0.166381299,0.654443085,2015
Japan,5.954650879,10.55274868,0.899773836,74.80000305,0.836064637,-0.073620148,0.697639346,2016
Japan,5.910676479,10.57137394,0.881961286,74.90000153,0.849396586,-0.217277035,0.659198642,2017
Japan,5.793575287,10.58161831,0.886431932,75,0.77347213,-0.272972286,0.686784506,2018
Japan,5.870800018,10.57968903,0.883545935,75.00096893,0.809961379,-0.246910349,0.654558063,2019
Jordan,5.404593468,9.046768188,0.830443859,66.19999695,0.766517043,-0.044257402,,2015
Jordan,5.27128458,9.034749031,0.819944739,66.40000153,0.771350622,-0.036488943,,2016
Jordan,4.808082581,9.028517723,0.814664543,66.59999847,0.766262472,-0.150125921,,2017
Jordan,4.638933659,9.024435043,0.799544334,66.80000305,0.762420297,-0.183489695,,2018
Jordan,4.633399963,9.025999069,0.80216372,66.79975128,0.75104779,-0.162565202,0.700344324,2019
Kazakhstan,5.949995041,10.06577873,0.931349277,62.79999924,0.740132809,-0.047781285,0.713844299,2015
Kazakhstan,5.533551693,10.06249809,0.927810669,63.40000153,0.782805562,-0.046834081,0.702016652,2016
Kazakhstan,5.882351398,10.08812237,0.914093196,64,0.745243967,-0.045617759,0.755250692,2017
Kazakhstan,6.00763607,10.111166,0.936656713,64.59999847,0.84018296,-0.108595312,0.82378298,2018
Kazakhstan,6.057899952,10.11465836,0.934744895,64.60996246,0.811601937,-0.068488635,0.764490843,2019
Kenya,4.357617855,7.950148582,0.77692306,58.29999924,0.792990327,0.235459939,0.852549851,2015
Kenya,4.396127701,7.981573582,0.70592159,58.90000153,0.748508275,0.313143224,0.828411579,2016
Kenya,4.475654125,8.004040718,0.714604318,59.5,0.853394389,0.249233559,0.85400039,2017
Kenya,4.655702591,8.03267765,0.706719875,60.09999847,0.821412981,0.306653082,0.844244063,2018
Kenya,4.583000183,8.02977562,0.702652037,60.09693146,0.829747558,0.294681519,0.831499159,2019
Kosovo,5.077460766,9.122049332,0.805270791,64.33822632,0.561048269,0.174990952,0.850647092,2015
Kosovo,5.759412289,9.153971672,0.82380271,64.60875702,0.827398598,0.119905442,0.940897942,2016
Kosovo,6.149199963,9.189712524,0.792087257,64.87929535,0.857676744,0.11196661,0.92519182,2017
Kosovo,6.391825676,,0.82240653,65.14982605,0.88973701,,0.922078192,2018
Kosovo,6.325200081,9.204429626,0.820726514,63.88555527,0.861535907,0.190933764,0.922328293,2019
Kuwait,6.146031857,11.13424301,0.823017776,66.09999847,0.821662426,0.049360745,,2015
Kuwait,5.947194576,11.13985634,0.845222056,66.30000305,0.840967178,-0.107972071,,2016
Kuwait,6.093905449,11.09027195,0.853491306,66.5,0.884181619,-0.039013941,,2017
Kuwait,6.102099895,11.08982468,0.846475244,66.76764679,0.872366488,-0.100184701,0.760849059,2019
Kyrgyzstan,4.905375957,8.082588196,0.856584549,63.20000076,0.813175857,0.221000105,0.857725024,2015
Kyrgyzstan,4.856534004,8.104660988,0.914375484,63.5,0.813939214,0.077373318,0.916922808,2016
Kyrgyzstan,5.629536629,8.129609108,0.882586658,63.79999924,0.859389782,0.164255798,0.874494493,2017
Kyrgyzstan,5.297383308,8.151305199,0.898147821,64.09999847,0.94494766,0.287731975,0.907405317,2018
Kyrgyzstan,5.541500092,8.148405075,0.887228489,64.10601044,0.909374893,0.154772058,0.888396084,2019
Laos,4.623140812,8.763640404,0.70733577,58.29999924,0.891000748,0.073066324,0.591616809,2017
Laos,4.85940218,8.813603401,0.70473814,58.70000076,0.906660974,0.140599459,0.634239852,2018
Laos,4.888599873,8.79858017,0.737502217,58.70992279,0.907213569,0.11137148,0.634679317,2019
Latvia,5.880597591,10.04406738,0.879372418,65.90000153,0.65639317,-0.080376849,0.808400393,2015
Latvia,5.940446377,10.07505417,0.917073965,66.19999695,0.685299277,-0.159757495,0.867639601,2016
Latvia,5.977817535,10.12918186,0.895098746,66.5,0.699520111,-0.158590496,0.79837811,2017
Latvia,5.901154041,10.18411732,0.913276315,66.80000305,0.608207643,-0.216999531,0.798949242,2018
Latvia,5.949999809,10.17531967,0.918288589,66.8074646,0.671237648,-0.186888844,0.795580089,2019
Lebanon,5.171971321,9.499474525,0.741707742,65.59999847,0.596749783,0.075556383,0.888953269,2015
Lebanon,5.27072382,9.493102074,0.827885926,66.09999847,0.657357454,0.03390317,0.853114486,2016
Lebanon,5.153989792,9.50058651,0.776583016,66.59999847,0.604554176,-0.072667308,0.910727262,2017
Lebanon,5.167186737,9.507958412,0.829380631,67.09999847,0.60703069,-0.066325933,0.906650305,2018
Lebanon,4.771500111,9.3617239,0.824338138,67.10658264,0.551357508,-0.06121527,0.90225625,2019
Lesotho,3.808204889,7.914381981,0.798059285,46.59999847,0.729489863,-0.10248249,0.742873371,2016
Lesotho,3.795300722,7.955478668,0.768551648,47.29999924,0.756505191,-0.153132945,0.796859443,2017
Lesotho,3.652800083,7.960488319,0.780495703,48.00362396,0.738125861,-0.145732045,0.857392073,2019
Liberia,2.701591253,6.665997982,0.637665987,53.70000076,0.671430886,-0.014139181,0.902672648,2015
Liberia,3.354676008,6.624804974,0.642614603,54.5,0.763476014,0.080516092,0.901267469,2016
Liberia,4.424490929,6.623783588,0.684866846,55.29999924,0.733389914,0.035448756,0.866806388,2017
Liberia,4.134852886,6.630169868,0.726750135,56.09999847,0.765769541,0.096002631,0.867924094,2018
Liberia,4.557899952,7.054380417,0.70928055,56.09631348,0.735268712,0.04227322,0.856375933,2019
Libya,5.615404606,9.605566025,0.867987692,62.29999924,0.774544954,-0.077029698,,2015
Libya,5.43358326,9.56790638,0.87606585,62.29999924,0.822384834,-0.122419432,,2016
Libya,5.646852493,9.791522026,0.822758794,62.29999924,0.778695881,-0.053038593,0.673065543,2017
Libya,5.493977547,,0.824165165,62.29999924,0.780558527,,0.645838797,2018
Libya,5.488800049,9.789815903,0.825942934,62.29999924,0.773157001,-0.085054487,0.668779135,2019
Lithuania,5.711378098,10.20528412,0.92852354,65.5,0.641470194,-0.257858634,0.92417407,2015
Lithuania,5.865552425,10.24116898,0.937873363,66.09999847,0.614239335,-0.270516902,0.949392676,2016
Lithuania,6.272940636,10.2929678,0.926316619,66.69999695,0.749307334,-0.177641675,0.789709866,2017
Lithuania,6.308878899,10.33951187,0.929350138,67.30000305,0.698945105,-0.240978554,0.851745069,2018
Lithuania,6.215499878,10.34362602,0.926107109,67.29407501,0.747381449,-0.219725296,0.809583843,2019
Luxembourg,6.701571465,11.45199203,0.933604598,72.59999847,0.932256401,0.046507813,0.37539047,2015
Luxembourg,6.967340946,11.46080017,0.941260576,72.59999847,0.882365346,0.014104202,0.356336325,2016
Luxembourg,7.061380863,11.45400238,0.905435503,72.59999847,0.90282172,0.039554782,0.330173582,2017
Luxembourg,7.242630959,11.45392799,0.902192414,72.59999847,0.883929849,-0.025496062,0.385146111,2018
Luxembourg,7.237500191,11.45068073,0.906912208,72.59999847,0.90563643,-0.004620588,0.367084295,2019
Macedonia,4.975589752,9.454055786,0.766368151,66.90000153,0.660318911,-0.046411414,0.824178994,2015
Macedonia,5.34574604,9.481959343,0.871212244,67.09999847,0.706179321,0.079841897,0.869719028,2016
Macedonia,5.233866692,9.481223106,0.79995513,67.30000305,0.752106607,-0.057991773,0.855697274,2017
Macedonia,5.239834785,9.503044128,0.84891516,67.5,0.744800925,-0.04029087,0.909934342,2018
Macedonia,5.159800053,9.510591507,0.820392311,67.50442505,0.738840938,-0.019877451,0.897490501,2019
Madagascar,3.592514038,7.227784634,0.646716535,57.90000153,0.544753611,-0.036842145,0.860953391,2015
Madagascar,3.663085938,7.241845608,0.746496975,58.29999924,0.569645405,-0.065171458,0.864171147,2016
Madagascar,4.078620434,7.255901337,0.626331985,58.70000076,0.570347905,-0.029692357,0.847260773,2017
Madagascar,4.070586681,7.279894829,0.665512979,59.09999847,0.551473081,0.00569242,0.889145672,2018
Madagascar,4.165599823,7.281685829,0.668195903,59.10542679,0.557574093,-0.011823639,0.817485631,2019
Malawi,3.86763835,6.992741108,0.494381636,55.5,0.801390707,0.050336555,0.834825397,2015
Malawi,3.476492643,6.988229752,0.524299622,56.20000076,0.809884131,0.058278691,0.823615015,2016
Malawi,3.416862965,6.998548031,0.555422723,56.90000153,0.847920775,0.017441062,0.734636605,2017
Malawi,3.334633589,7.005932331,0.527843475,57.59999847,0.798915148,0.065060876,0.765963793,2018
Malawi,3.538000107,7.062226295,0.544007301,57.59288788,0.803223193,0.021433279,0.731700778,2019
Malaysia,6.322121143,10.12669563,0.817616284,66.40000153,0.674594462,0.208450198,0.837892234,2015
Malaysia,5.338817596,10.23550415,0.789408565,67,0.874548256,0.112881355,0.894131124,2018
Malaysia,5.384300232,10.26251888,0.816509426,67.10215759,0.894626856,0.114726797,0.839302301,2019
Maldives,5.197599888,9.518632889,0.91316092,70.59999847,0.853962779,0.038085498,0.824211061,2019
Mali,4.582098484,7.559678555,0.830189168,50.20000076,0.633753538,-0.065125115,0.800046742,2015
Mali,4.016027927,7.586338997,0.836254537,50.70000076,0.696007371,-0.067516871,0.862326682,2016
Mali,4.741850376,7.608029842,0.741359413,51.20000076,0.753213346,-0.067120329,0.862655163,2017
Mali,4.415729523,7.627428055,0.691859066,51.70000076,0.737204552,-0.031888556,0.793091416,2018
Mali,4.729300022,7.629852295,0.731468976,51.72698212,0.71156615,-0.044366926,0.839328408,2019
Malta,6.61339426,10.43667412,0.918764889,72.19999695,0.91217804,0.342014074,0.663886309,2015
Malta,6.590842247,10.46477127,0.930369377,72.19999695,0.916023612,0.340700656,0.696494639,2016
Malta,6.675665855,10.50543213,0.937331796,72.19999695,0.923642933,0.247621223,0.690494537,2017
Malta,6.909710884,,0.931541502,72.19999695,0.927340686,,0.595199883,2018
Malta,6.772799969,10.53383827,0.93037951,72.19999695,0.924911439,0.214965805,0.658547282,2019
Mauritania,3.922664165,8.189137459,0.874945939,56.09999847,0.447086573,0.073411182,0.715358436,2015
Mauritania,4.472149372,8.180959702,0.784826875,56.40000153,0.466561466,-0.157454357,0.841835141,2016
Mauritania,4.678159714,8.188031197,0.77922523,56.70000076,0.527446806,-0.135666266,0.777314067,2017
Mauritania,4.313615322,8.196549416,0.801595509,57,0.466888547,-0.095451452,0.710529268,2018
Mauritania,4.374599934,8.233919144,0.790819228,57.01017761,0.551522553,-0.106008142,0.746223509,2019
Mauritius,5.610003471,9.881625175,0.836032152,65.80000305,0.819175661,0.130789235,0.890661359,2016
Mauritius,6.174117565,9.918018341,0.910142243,66.09999847,0.912307501,0.077978596,0.818179905,2017
Mauritius,5.88174057,9.956447601,0.90884155,66.40000153,0.866928101,-0.082134947,0.78524971,2018
Mauritius,6.101299763,9.956786156,0.910357833,66.40434265,0.889534533,-0.018318573,0.805343091,2019
Mexico,6.236287117,9.737350464,0.760614276,67.40000153,0.719465971,-0.154544055,0.707971931,2015
Mexico,6.824172974,9.753050804,0.893492579,67.69999695,0.751613081,-0.155870572,0.808579445,2016
Mexico,6.410299301,9.760567665,0.799839377,68,0.861405134,-0.204242066,0.800893068,2017
Mexico,6.549578667,9.769919395,0.858068883,68.30000305,0.816200495,-0.181818426,0.808638096,2018
Mexico,6.465000153,9.797797203,0.838665426,68.29902649,0.858709276,-0.175266623,0.806821585,2019
Moldova,6.017472267,8.465222359,0.8399055,62.90000153,0.595241427,-0.042187758,0.943118811,2015
Moldova,5.577784061,8.509845734,0.83732146,63.59999847,0.557369471,0.000704906,0.969482958,2016
Moldova,5.325530529,8.554483414,0.83076793,64.30000305,0.552825212,-0.003629582,0.926333785,2017
Moldova,5.682277203,8.592376709,0.89207989,65,0.823824346,-0.033677354,0.928719878,2018
Moldova,5.607500076,8.776714325,0.843313575,65.01301575,0.721609175,-0.037741039,0.913314283,2019
Mongolia,4.982719898,9.34241581,0.905524373,61.70000076,0.685510755,0.159782425,0.900218189,2015
Mongolia,5.056999683,9.337942123,0.947489381,61.90000153,0.759740949,0.076226927,0.900452137,2016
Mongolia,5.333850384,9.379310608,0.924250782,62.09999847,0.674627423,0.104439713,0.864952207,2017
Mongolia,5.464622974,9.41570282,0.941514134,62.29999924,0.695546806,0.040724155,0.848502219,2018
Mongolia,5.456200123,9.412186623,0.937142491,62.30448532,0.693351328,0.098093867,0.863511205,2019
Montenegro,5.124921322,9.634936333,0.73963052,67.90000153,0.583317339,-0.143249691,0.781232595,2015
Montenegro,5.304066181,9.663771629,0.865743697,68.09999847,0.568633676,-0.08676701,0.848966599,2016
Montenegro,5.614798546,9.705602646,0.881199837,68.30000305,0.625906289,-0.082077965,0.755680025,2017
Montenegro,5.650189877,9.732954979,0.855979621,68.5,0.626431286,-0.04869676,0.768922508,2018
Montenegro,5.54610014,9.751860619,0.855314612,68.50534821,0.649565637,-0.075600356,0.783121586,2019
Morocco,5.163156986,8.895209312,0.605917633,65,0.712933421,-0.238808766,0.841856956,2015
Morocco,5.38630724,8.893697739,0.655409336,65.30000305,0.816556096,-0.248685971,0.717356145,2016
Morocco,5.312482834,8.920658112,0.641193092,65.59999847,0.814258039,-0.227033943,0.840502441,2017
Morocco,4.896791935,8.937397957,0.553759754,65.90000153,0.773180425,-0.245612621,0.843172729,2018
Morocco,5.094799995,8.940313339,0.592628479,65.89624023,0.772072434,-0.240377247,0.815724611,2019
Mozambique,4.549767494,7.019495964,0.665858209,51.20000076,0.813229263,0.093729101,0.631573498,2015
Mozambique,4.279863358,7.035358906,0.678463697,53.20000076,0.822670519,-0.024964124,0.682108939,2017
Mozambique,4.653713703,7.039377689,0.738480449,54.20000076,0.896621585,0.053591631,0.691220403,2018
Mozambique,4.623600006,7.069345951,0.723874032,54.20582199,0.864451885,0.032375868,0.683019102,2019
Myanmar,4.223846436,8.528500557,0.752064288,58.09999847,0.80797106,0.667136014,0.633305192,2015
Myanmar,4.623119831,8.576414108,0.793461978,58.40000153,0.877491176,0.658932626,0.607286572,2016
Myanmar,4.154341698,8.629019737,0.795183837,58.70000076,0.886011839,0.629576743,0.618821502,2017
Myanmar,4.410633087,8.685232162,0.773825943,59,0.906110823,0.469964564,0.646725893,2018
Myanmar,4.308000088,8.680481911,0.78440702,58.96171188,0.895075202,0.560663998,0.645124316,2019
Namibia,4.441306114,9.163438797,0.82833904,56.20000076,0.810401857,-0.196625322,0.831302881,2017
Namibia,4.834087849,9.15621376,0.864214778,56.5,0.75390476,-0.175729156,0.845942497,2018
Namibia,4.571100235,9.203141212,0.846880972,56.50148773,0.767520964,-0.18530646,0.851449788,2019
Nepal,4.812436581,7.746851921,0.74761188,60.20000076,0.763447225,0.23788774,0.823508382,2015
Nepal,5.099539757,7.739643097,0.837043643,61.29999924,0.839488447,0.179104611,0.81711489,2016
Nepal,4.736692429,7.80090189,0.816383302,62.40000153,0.84514761,0.144506738,0.770177126,2017
Nepal,4.910086632,7.851007462,0.768335521,63.5,0.770093679,0.132780746,0.741752803,2018
Nepal,5.137199879,7.925357342,0.785512447,63.77917862,0.797565043,0.154168829,0.738099158,2019
Netherlands,7.324437141,10.74708652,0.879010439,72,0.903978765,0.255913168,0.41182211,2015
Netherlands,7.540877342,10.76362324,0.925944209,72.09999847,0.907310009,0.233066663,0.43330425,2016
Netherlands,7.458965302,10.78875256,0.936501324,72.19999695,0.920319736,0.244597197,0.363133639,2017
Netherlands,7.463097095,10.8092041,0.939443171,72.30000305,0.919985175,0.155536488,0.370557785,2018
Netherlands,7.448900223,10.81271172,0.93913883,72.30091858,0.908547819,0.20761244,0.364717126,2019
New Zealand,7.418120861,10.4719162,0.98734349,72.59999847,0.941784263,0.324836165,0.185888708,2015
New Zealand,7.225687981,10.48504829,0.93660289,72.80000305,0.926576018,0.261130214,0.278270781,2016
New Zealand,7.32718277,10.49365616,0.95492065,73,0.942279458,0.289705753,0.221887484,2017
New Zealand,7.370285988,10.50147724,0.953862727,73.19999695,0.94930017,0.116750032,0.206580222,2018
New Zealand,7.299600124,10.50094318,0.949118972,73.20262909,0.936217487,0.191598073,0.22113885,2019
Nicaragua,5.924112797,8.508540154,0.826908529,66.59999847,0.809259176,0.077999569,0.727998376,2015
Nicaragua,6.012739658,8.542974472,0.852702439,66.90000153,0.716534257,0.039933853,0.731464922,2016
Nicaragua,6.476356506,8.579500198,0.83804369,67.19999695,0.922162771,0.010300541,0.672963321,2017
Nicaragua,5.81895256,8.614512444,0.854276538,67.5,0.797056854,0.002830009,0.712824762,2018
Nicaragua,6.13710022,8.493160248,0.857497036,67.50717926,0.863902867,0.020959141,0.665950119,2019
Niger,3.671453714,6.81143856,0.713019609,52,0.728128314,-0.01952886,0.702549696,2015
Niger,4.234645844,6.821260452,0.682828248,52.5,0.701927304,-0.002667263,0.814493895,2016
Niger,4.615673542,6.830874443,0.582109571,53,0.68355757,-0.017152032,0.777660012,2017
Niger,5.164007187,6.844517708,0.612025678,53.5,0.790665627,0.023082649,0.637166798,2018
Niger,4.909599781,6.842166901,0.617435038,53.50009537,0.759772122,0.013860817,0.722530186,2019
Nigeria,4.932914734,8.64305687,0.811647654,48.5,0.680470288,-0.046028789,0.926109254,2015
Nigeria,5.219567776,8.60056591,0.804766953,48.90000153,0.797690511,0.032547228,0.904706836,2016
Nigeria,5.321928024,8.582691193,0.733468533,49.29999924,0.825905561,0.113835752,0.834891975,2017
Nigeria,5.252288342,8.577632904,0.740854204,49.70000076,0.789881051,-0.020767037,0.865602672,2018
Nigeria,4.724100113,8.57662487,0.73721689,49.86190796,0.759578407,0.033745807,0.861874342,2019
North Cyprus,5.842550278,,0.79138273,,0.785352826,,0.659180284,2015
North Cyprus,5.827127934,,0.807690263,,0.796233833,,0.670191407,2016
North Cyprus,5.608056068,,0.837391794,,0.797066092,,0.613837004,2018
North Cyprus,5.53550005,10.40570259,0.820356607,73.70222473,0.79529351,0.000227159,0.62611568,2019
Norway,7.603433609,11.06676769,0.946833968,72.90000153,0.947620511,0.238337234,0.298814356,2015
Norway,7.596331596,11.06912804,0.959742844,73,0.954352319,0.114254743,0.409666121,2016
Norway,7.578744888,11.07906151,0.950127661,73.09999847,0.953016818,0.218105063,0.249711379,2017
Norway,7.444262028,11.08562565,0.965961933,73.19999695,0.960429013,0.075728491,0.268201441,2018
Norway,7.487999916,11.08780384,0.952486575,73.20078278,0.955750287,0.13453263,0.263218194,2019
Pakistan,4.823194981,8.45440197,0.561720133,57.29999924,0.586546242,0.070660211,0.716641188,2015
Pakistan,5.548508167,8.488210678,0.626921296,57.70000076,0.634182811,0.079928152,0.79253006,2016
Pakistan,5.830870628,8.524110794,0.690263569,58.09999847,0.712657094,0.030064493,0.713928223,2017
Pakistan,5.471553802,8.561663628,0.685059488,58.5,0.77256912,0.053521562,0.798841655,2018
Pakistan,5.69329977,8.482727051,0.689062297,58.25313568,0.734833717,0.04489987,0.745705426,2019
Palestinian Territories,4.695239067,8.458488464,0.766101241,,0.556040943,-0.159387171,0.77430135,2015
Palestinian Territories,4.906618118,8.46180439,0.817770958,,0.607669413,-0.13444747,0.812464654,2016
Palestinian Territories,4.62813282,,0.824345112,,0.631611288,,0.830646336,2017
Palestinian Territories,4.5539217,,0.819479287,,0.654534519,,0.813779533,2018
Palestinian Territories,4.552800179,8.389223099,0.825295925,62.25,0.645791829,-0.162079096,0.824199975,2019
Panama,6.605550289,9.942067146,0.88261503,69.30000305,0.846669197,0.00271332,0.809942901,2015
Panama,6.117638111,9.974536896,0.882460237,69.40000153,0.884479761,-0.092973053,0.836976767,2016
Panama,6.567658901,10.01086235,0.911904812,69.5,0.899573505,-0.160123616,0.840777099,2017
Panama,6.281434059,10.0497303,0.904389799,69.59999847,0.861448109,-0.122782208,0.83693099,2018
Panama,6.304800034,10.03423405,0.902094483,69.60301208,0.880366504,-0.153927714,0.851588905,2019
Paraguay,5.559724331,9.06407547,0.914199054,65.09999847,0.806124747,0.004769464,0.862888277,2015
Paraguay,5.801380157,9.090585709,0.93986696,65.30000305,0.853534281,-0.05853869,0.756116271,2016
Paraguay,5.71329546,9.085571289,0.902042508,65.5,0.891171455,0.018430408,0.809900761,2017
Paraguay,5.692100048,9.389982224,0.898727894,65.63993835,0.885923445,0.007997713,0.834788501,2019
Peru,5.577263355,9.373311996,0.798418343,67.19999695,0.802269042,-0.098900013,0.883730412,2015
Peru,5.700628757,9.399485588,0.802856445,67.5,0.829843879,-0.14319998,0.86591959,2016
Peru,5.710936546,9.412195206,0.830123365,67.80000305,0.826552153,-0.163864419,0.895384133,2017
Peru,5.679661274,9.434348106,0.84530139,68.09999847,0.829641998,-0.188079551,0.906244636,2018
Peru,5.796800137,9.456313133,0.831075251,68.10023499,0.824766099,-0.16238822,0.893714964,2019
Philippines,5.547489166,8.835586548,0.853588581,61.59999847,0.911533594,-0.056149431,0.755191565,2015
Philippines,5.430832863,8.886437416,0.821298718,61.70000076,0.907595754,-0.076165579,0.791962206,2016
Philippines,5.594270229,8.935796738,0.851028562,61.79999924,0.925703108,-0.146240324,0.711165547,2017
Philippines,5.869172573,8.985702515,0.845803261,61.90000153,0.917808175,-0.113129161,0.726483345,2018
Philippines,6.006000042,8.993545532,0.846730053,61.92676163,0.915463448,-0.105463006,0.733634114,2019
Poland,6.007021904,10.13855839,0.893090427,68.09999847,0.793462157,-0.099409871,0.810096323,2015
Poland,6.162076473,10.16722965,0.91739881,68.5,0.870707512,-0.097280823,0.847753942,2016
Poland,6.201268196,10.21157646,0.881854117,68.90000153,0.830842614,-0.127978221,,2017
Poland,6.186299801,10.26512432,0.874257445,69.31113434,0.862055779,-0.205084071,0.686927021,2019
Portugal,5.080866337,10.18896103,0.866213858,71.80000305,0.800440311,-0.165296271,0.941050768,2015
Portugal,5.446637154,10.20817947,0.90463537,72,0.83806932,-0.22725527,0.922192395,2016
Portugal,5.711499214,10.23770332,0.899984837,72.19999695,0.905065656,-0.177407518,0.880970538,2017
Portugal,5.919822693,10.26201248,0.887113273,72.40000153,0.877404213,-0.262738109,0.87972784,2018
Portugal,5.910900116,10.26374245,0.886590719,72.40202332,0.888747811,-0.220714301,0.892629504,2019
Qatar,6.374529362,11.6931572,,68.30000305,,,,2015
Romania,5.777491093,9.930908203,0.786967337,66.30000305,0.795847714,-0.143028185,0.961650968,2015
Romania,5.96887064,9.983716965,0.809229195,66.59999847,0.8217206,-0.117233559,0.949044526,2016
Romania,6.089904785,10.05677509,0.811240137,66.90000153,0.838586688,-0.161854967,0.925658047,2017
Romania,6.150878906,10.11209297,0.81793046,67.19999695,0.84515959,-0.220031843,0.921170175,2018
Romania,6.123700142,10.107584,0.825161517,67.20723724,0.842823207,-0.19781521,0.934300244,2019
Russia,5.995538712,10.10710335,0.924363256,63.09999847,0.685454726,-0.181272551,0.913418293,2015
Russia,5.85494566,10.10301971,0.910927355,63.5,0.713606298,-0.191147804,0.925462723,2016
Russia,5.578742981,10.11722469,0.896151304,63.90000153,0.73087424,-0.154709876,0.861590207,2017
Russia,5.513500214,10.13239002,0.908726096,64.30000305,0.7292822,-0.156226307,0.865311563,2018
Russia,5.546000004,10.12887192,0.903150737,64.10045624,0.729892612,-0.151153743,0.864802599,2019
Rwanda,3.483108997,7.456479549,0.678143561,59.29999924,0.907892346,0.026226774,0.09460447,2015
Rwanda,3.332989931,7.490113258,0.665130913,59.90000153,0.910736382,0.02614033,0.158601388,2016
Rwanda,3.10837388,7.525214672,0.516550004,60.5,0.908114851,0.050674845,0.213757217,2017
Rwanda,3.5610466,7.567531109,0.616172731,61.09999847,0.924231648,0.057107586,0.163809955,2018
Rwanda,3.312299967,7.600104332,0.54083544,61.09884644,0.900589406,0.055483952,0.183541179,2019
Saudi Arabia,6.345491886,10.83414841,0.819749713,65.40000153,0.820207238,-0.062835291,,2015
Saudi Arabia,6.473921299,10.8282032,0.889932334,65.69999695,0.774267733,-0.150336474,,2016
Saudi Arabia,6.294282436,10.80050182,0.840086281,66,0.814142168,-0.14906089,,2017
Saudi Arabia,6.356393337,10.79797173,0.867848396,66.30000305,0.85492152,-0.209563509,,2018
Saudi Arabia,6.406499863,10.79781246,0.874067068,66.30514526,0.854191244,-0.168695062,0.682619512,2019
Senegal,4.61700058,7.737988472,0.70153451,58.40000153,0.719533265,-0.098635823,0.765490174,2015
