,Happiness Rank,Happiness Rank,Happiness Rank,Happiness Rank,Happiness Rank,Happiness Score,Happiness Score,Happiness Score,Happiness Score,Happiness Score,Economy (GDP per Capita),Economy (GDP per Capita),Economy (GDP per Capita),Economy (GDP per Capita),Economy (GDP per Capita),Family,Family,Family,Family,Family,Health (Life Expectancy),Health (Life Expectancy),Health (Life Expectancy),Health (Life Expectancy),Health (Life Expectancy),Freedom,Freedom,Freedom,Freedom,Freedom,Trust (Government Corruption),Trust (Government Corruption),Trust (Government Corruption),Trust (Government Corruption),Trust (Government Corruption),Generosity,Generosity,Generosity,Generosity,Generosity,year,year,year,year,year
,mean,median,amin,amax,std,mean,median,amin,amax,std,mean,median,amin,amax,std,mean,median,amin,amax,std,mean,median,amin,amax,std,mean,median,amin,amax,std,mean,median,amin,amax,std,mean,median,amin,amax,std,mean,median,amin,amax,std
Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,128.6,129.0,109,145,14.63898903613224,4.205400044250488,4.1680002212524405,3.819,4.7,0.3661206028928026,0.5482370192375183,0.55604,0.46038,0.6017650961875921,0.05317262142650635,0.876219668266296,1.00623834133148,0.5375,1.122,0.27332484513946,0.5119726807746888,0.457,0.42494,0.637,0.10346224933150362,0.6378711646995544,0.633375823497772,0.5885199999999999,0.696,0.04264053826949935,0.06969919019031524,0.0681059509515762,0.062,0.08092,0.007373640367719034,0.3361805936775208,0.385922968387604,0.23199999999999998,0.40359,0.08487926705363318,2017.0,2017.0,2015,2019,1.5811388300841898
Cameroon,109.8,107.0,96,133,14.75466028073842,4.695800034332276,4.69500017166138,4.252,5.044,0.32770825429235245,0.5191550730171204,0.535,0.4225,0.564305365085602,0.05602755297024958,0.8520216437988282,0.8909999999999999,0.62542,0.946018218994141,0.12877817018089685,0.20137842338085182,0.182,0.12697999999999998,0.331,0.08436268209123518,0.43716774972915645,0.430388748645782,0.381,0.49309,0.040949925655031666,0.05008532628321649,0.0513066314160824,0.037000000000000005,0.06126,0.010102451222159595,0.20785569135761262,0.20618000000000003,0.183,0.23629845678806302,0.02357674135490596,2017.0,2017.0,2015,2019,1.5811388300841898
Canada,6.8,7.0,5,9,1.4832396974191326,7.350599996948242,7.327999999999999,7.278,7.4270000000000005,0.06258434519891636,1.388128883255004,1.365,1.32629,1.47920441627502,0.06844506756078193,1.3874117982788081,1.48134899139404,1.0961,1.5319999999999998,0.18208429805172693,0.90055753049469,0.8959999999999999,0.8276,1.0390000000000001,0.08498765138024945,0.6109541824188232,0.611100912094116,0.5737,0.653,0.03304152912244309,0.3058463032455444,0.308,0.287371516227722,0.32957,0.017208946032459198,0.38959794448852536,0.435539722442627,0.285,0.45811,0.08046984804412761,2017.0,2017.0,2015,2019,1.5811388300841898
Central African Republic,153.25,155.0,148,155,3.500000000000002,3.1342500195503225,3.083,2.69300007820129,3.678,0.40645568884663014,0.032125,0.025,0.0,0.0785,0.03309676469586315,0.0,0.0,0.0,0.0,0.0,0.05019067147508262,0.04288134295016525,0.01,0.105,0.04430447615999154,0.3224080113863945,0.28792102277278897,0.225,0.48878999999999995,0.11566240315503708,0.0531137690281868,0.0472825380563736,0.035,0.08288999999999999,0.02202324600751504,0.24305662187337876,0.236675,0.218,0.280876487493515,0.026740967202030553,2017.25,2017.5,2015,2019,1.7078251276599052
Chad,138.6,137.0,131,149,7.765307463326873,4.003400021743774,3.9360001087188703,3.667,4.35,0.30991820910713913,0.3820165974750518,0.358,0.34193,0.43801298737525896,0.044593379209586774,0.8038511744308471,0.7659999999999999,0.63178,0.953855872154236,0.1285021638668553,0.09489494301605225,0.053,0.038239999999999996,0.192,0.07129537385874918,0.17768440536594401,0.174,0.12807000000000002,0.23501,0.03913061181458827,0.058758376453638086,0.0535818822681904,0.04952,0.078,0.011409980171597224,0.19312877009487162,0.18667,0.18100000000000002,0.21611385047435802,0.014376853576707193,2017.0,2017.0,2015,2019,1.5811388300841898
Chile,24.4,25.0,20,27,2.7018512172212596,6.5893999900817875,6.65199995040894,6.444,6.705,0.12018651524942545,1.1733269219589242,1.159,1.10715,1.25278460979462,0.06035512006086062,1.202872990768432,1.28402495384216,0.9058700000000001,1.369,0.1903668565483496,0.8449759407806395,0.8194797039031979,0.8079999999999999,0.92,0.046136472607467206,0.396821055738449,0.37789,0.35700000000000004,0.44132,0.03704556050871272,0.08849759642124175,0.0822879821062088,0.055999999999999994,0.12869,0.03218246936387428,0.27204848424530026,0.31595,0.187,0.33363000000000004,0.07342994610636254,2017.0,2017.0,2015,2019,1.5811388300841898
China,85.0,84.0,79,93,5.1478150704935,5.218999952697754,5.245,5.14,5.2729997634887695,0.053258742138807394,1.003417158111572,1.0278,0.89012,1.08116579055786,0.07130560130362301,1.033679482376098,1.125,0.79381,1.16083741188049,0.15916659039729802,0.7971211001281737,0.799,0.73561,0.893,0.06415152325315435,0.5095755416088104,0.5169699999999999,0.44011999999999996,0.597,0.05917273263080188,0.056210854922652244,0.02781,0.0227942746132612,0.10300000000000001,0.041404035127833486,0.04944936820018292,0.049589999999999995,0.0288068410009146,0.08185,0.02217670293047225,2017.0,2017.0,2015,2019,1.5811388300841898
Colombia,36.0,36.0,31,43,4.58257569495584,6.339999974822997,6.35699987411499,6.125,6.481,0.15129771620874066,0.9929104649887082,0.985,0.91861,1.07062232494354,0.05938189906665431,1.30261058733368,1.4021829366683998,1.02169,1.439,0.17525921175151135,0.6716775847167968,0.635,0.595027923583984,0.841,0.10233909540068108,0.49209948301506046,0.47748741507530196,0.44735,0.53466,0.03882352294951203,0.04497174837040903,0.0466687418520451,0.034,0.053989999999999996,0.008352257308594697,0.1374568945922852,0.14901447296142598,0.099,0.18400999999999998,0.03745728065809949,2017.0,2017.0,2015,2019,1.5811388300841898
Comoros,140.0,140.0,138,142,2.0,3.9616666666666673,3.9560000000000004,3.9560000000000004,3.9730000000000003,0.009814954576223648,0.26271666666666665,0.27399999999999997,0.23906,0.27509,0.02049452203232203,0.7176533333333334,0.757,0.60323,0.79273,0.10069102558487192,0.38931999999999994,0.36315,0.29980999999999997,0.505,0.10506848100167815,0.17509666666666668,0.15412,0.142,0.22916999999999998,0.04721935655357169,0.15379,0.18437,0.078,0.19899999999999998,0.0660424280292601,0.21070333333333333,0.1827,0.17440999999999998,0.275,0.05583661015259913,2016.6666666666667,2016.0,2015,2019,2.081665999466101
Congo (Brazzaville),121.4,124.0,103,139,13.612494260788507,4.377399977874757,4.29099988937378,3.989,4.812,0.31629464867280793,0.7227428504943848,0.682,0.6729999999999999,0.8089642524719242,0.06294681440254846,0.7165868726043702,0.799,0.47798999999999997,0.8320443630218509,0.1490360209746945,0.34671748678779596,0.31051,0.28212,0.508,0.09318179781246241,0.42301317416000356,0.41466000000000003,0.37200000000000005,0.514,0.05700631697607349,0.0928016267209053,0.09300000000000001,0.077,0.11685999999999999,0.016005452886727452,0.11230042553424839,0.12077,0.091,0.12387999999999999,0.01401745507215758,2017.0,2017.0,2015,2019,1.5811388300841898
Congo (Kinshasa),126.0,126.0,120,132,4.301162633521312,4.346400041961671,4.2800002098083505,4.245,4.5169999999999995,0.11668030268374999,0.06234246976089478,0.069,0.0,0.094,0.03824793156453227,1.0595966913146981,1.125,0.80676,1.22902345657349,0.162908757578109,0.2076934049720764,0.191407024860382,0.09806000000000001,0.35700000000000004,0.09351291411006858,0.23980626956367498,0.235961347818375,0.15602,0.312,0.05763758746259759,0.0604482712984085,0.0602413564920425,0.052000000000000005,0.07625,0.009704103734649675,0.23167516666316978,0.246455833315849,0.19699999999999998,0.25458000000000003,0.025545525701050044,2017.0,2017.0,2015,2019,1.5811388300841898
Costa Rica,12.6,12.0,12,14,0.8944271909999157,7.126199999237061,7.087000000000001,7.072,7.226,0.06768825666263635,1.0356552565231318,1.034,0.95578,1.10970628261566,0.05835763522602537,1.3151607302474981,1.4164036512374898,1.02152,1.459,0.18639512876764783,0.8322478530845642,0.8170000000000001,0.7595092654228209,0.963,0.0842847612913826,0.5912283299942016,0.580131649971008,0.55225,0.63376,0.039426642196050105,0.10108131789922718,0.10099999999999999,0.09300000000000001,0.10583,0.005197954389102043,0.1964226458072662,0.21461322903633104,0.14300000000000002,0.25497,0.050517425082259766,2017.0,2017.0,2015,2019,1.5811388300841898
Croatia,74.0,75.0,62,82,7.3824115301167,5.458600044250488,5.432,5.2930002212524405,5.7589999999999995,0.18585553981602954,1.152317246681214,1.155,1.08254,1.22255623340607,0.05561009473370851,0.959862601486206,0.9679830074310299,0.6080899999999999,1.266,0.2668138956819369,0.769115704257965,0.737,0.701288521289825,0.914,0.08812209925969468,0.28593445852279664,0.25883,0.23906999999999998,0.38,0.056547163092830074,0.03368462200903892,0.039,0.022000000000000002,0.0431031100451946,0.009768568166689136,0.1451565952358246,0.12,0.054439999999999995,0.248002976179123,0.07358539204797643,2017.0,2017.0,2015,2019,1.5811388300841898
Cyprus,62.2,65.0,49,69,7.9498427657407165,5.732799962615966,5.689,5.546,6.046,0.19252197393763776,1.2749276153945919,1.263,1.20813,1.3559380769729599,0.06160537295241644,1.0291026545333861,1.13136327266693,0.70697,1.2229999999999999,0.2216464415467334,0.913614940235138,0.909,0.84471470117569,1.042,0.0799236274171495,0.37718030787277224,0.406,0.29507,0.423,0.052516058149805214,0.04619559528040886,0.0412379764020443,0.035,0.06146,0.010570425502065842,0.24973886021423336,0.271254301071167,0.19,0.30638000000000004,0.05093768826734596,2017.0,2017.0,2015,2019,1.5811388300841898
Czech Republic,24.4,23.0,20,31,4.560701700396551,6.654600041198731,6.60900020599365,6.505,6.852,0.1323264724208778,1.268562470413208,1.2690000000000001,1.17898,1.35268235206604,0.06710700743329288,1.32484904334259,1.4338852167129499,1.00793,1.489,0.21188918464557366,0.8274068006210328,0.84483,0.754444003105164,0.92,0.06884539155179,0.4737532347335816,0.46363999999999994,0.41418,0.5429999999999999,0.047493763634027075,0.03465058541989326,0.036000000000000004,0.02652,0.03986,0.005010673686640338,0.08085135177850725,0.0881067588925362,0.046,0.10686,0.025336037774718635,2017.0,2017.0,2015,2019,1.5811388300841898
Denmark,2.2,2.0,1,3,0.8366600265340756,7.545999967193604,7.527,7.52199983596802,7.6,0.032916591080929224,1.396728602554322,1.383,1.32548,1.48238301277161,0.064657268321298,1.4476883185043339,1.55112159252167,1.16374,1.59,0.18362228971276323,0.8652491049156188,0.868,0.7925655245780941,0.996,0.08277042672862049,0.6259593444900512,0.626006722450256,0.5794100000000001,0.6829999999999999,0.04219669501524639,0.42937401363372796,0.41,0.40077006816863997,0.48357,0.034703369505756095,0.3188760977458954,0.34139,0.252,0.36171,0.04836231307435278,2017.0,2017.0,2015,2019,1.5811388300841898
Djibouti,126.0,126.0,126,126,,4.369,4.369,4.369,4.369,,0.44025,0.44025,0.44025,0.44025,,0.59207,0.59207,0.59207,0.59207,,0.36291,0.36291,0.36291,0.36291,,0.46074,0.46074,0.46074,0.46074,,0.28105,0.28105,0.28105,0.28105,,0.18093,0.18093,0.18093,0.18093,,2015.0,2015.0,2015,2015,
Dominican Republic,86.6,86.0,77,98,7.765307463326869,5.199400003814698,5.230000019073491,4.885,5.425,0.20197598939434538,0.9999227673034661,1.015,0.8953700000000001,1.07937383651733,0.06814203896830634,1.282279341217042,1.401,0.9949600000000001,1.4409999999999998,0.19263265231187704,0.6425627490882874,0.614,0.574873745441437,0.779,0.08516426659459234,0.545379966747284,0.55258983373642,0.49700000000000005,0.578,0.03520742181167661,0.1174010506386756,0.113945253193378,0.10099999999999999,0.14234000000000002,0.016376822570164956,0.169933569946289,0.186967849731445,0.113,0.21684,0.05016934088601502,2017.0,2017.0,2015,2019,1.5811388300841898
