,Happiness Rank,Happiness Rank,Happiness Rank,Happiness Rank,Happiness Rank,Happiness Score,Happiness Score,Happiness Score,Happiness Score,Happiness Score,Economy (GDP per Capita),Economy (GDP per Capita),Economy (GDP per Capita),Economy (GDP per Capita),Economy (GDP per Capita),Family,Family,Family,Family,Family,Health (Life Expectancy),Health (Life Expectancy),Health (Life Expectancy),Health (Life Expectancy),Health (Life Expectancy),Freedom,Freedom,Freedom,Freedom,Freedom,Trust (Government Corruption),Trust (Government Corruption),Trust (Government Corruption),Trust (Government Corruption),Trust (Government Corruption),Generosity,Generosity,Generosity,Generosity,Generosity,year,year,year,year,year
,mean,median,amin,amax,std,mean,median,amin,amax,std,mean,median,amin,amax,std,mean,median,amin,amax,std,mean,median,amin,amax,std,mean,median,amin,amax,std,mean,median,amin,amax,std,mean,median,amin,amax,std,mean,median,amin,amax,std
Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,48.2,48.0,44,51,2.683281572999747,5.991999979400633,5.976,5.973,6.028,0.02478909389282861,0.9277800796661382,0.912,0.8640200000000001,1.00082039833069,0.0574530516775961,1.157387762741088,1.2861688137054401,0.85974,1.33,0.21445037837128775,0.7533032444725035,0.736,0.685636222362518,0.868,0.07737583303516284,0.47952763971138,0.48573999999999995,0.4027,0.556,0.056396478909617305,0.1416809294977188,0.140134647488594,0.087,0.1809,0.04030334170408415,0.12125249300479882,0.11540999999999998,0.10074,0.15011246502399403,0.018458958232968583,2017.0,2017.0,2015,2019,1.5811388300841898
Egypt,123.6,122.0,104,137,13.31540461270329,4.37520002670288,4.362,4.166,4.7350001335144,0.22811559354687694,0.9246903614997863,0.9129999999999999,0.8818,0.989701807498932,0.046460163079849334,0.8613202784309388,0.997471392154694,0.49813,1.0390000000000001,0.2355178150826778,0.5710934517440795,0.5529999999999999,0.520187258720398,0.644,0.05667003399109051,0.23929203092575083,0.24100000000000002,0.17288,0.312,0.05940579584898914,0.09111027309560779,0.10393,0.06324,0.114381365478039,0.02406465224577097,0.10732028855705258,0.11291,0.076,0.128631442785263,0.022862294794996033,2017.0,2017.0,2015,2019,1.5811388300841898
El Salvador,41.6,42.0,35,46,4.39317652729776,6.124199956512452,6.13,6.002999782562259,6.252999999999999,0.09526653754984739,0.8296048991661072,0.8059999999999999,0.76454,0.9097844958305359,0.06006556178790822,1.097989018310546,1.1821250915527302,0.80975,1.242,0.18296780989136285,0.6594777105560301,0.639,0.596,0.789,0.07995620450757701,0.41992850593376163,0.43,0.37269,0.461,0.03334113839592542,0.09397419197845457,0.0899809598922729,0.07400000000000001,0.11775999999999999,0.017831319729044434,0.08638959708261491,0.08877,0.065,0.10692,0.015767840375510028,2017.0,2017.0,2015,2019,1.5811388300841898
Estonia,65.8,66.0,55,73,7.328028384224503,5.637800012207032,5.61100006103516,5.428999999999999,5.893,0.18321899241653336,1.2378518680343622,1.237,1.15174,1.3208793401718102,0.06612214551857497,1.363242219932556,1.47667109966278,1.0516299999999998,1.5319999999999998,0.21442213653565892,0.7521516632728577,0.737,0.68098,0.8740000000000001,0.07721651014538278,0.47822428607749934,0.479131430387497,0.41511000000000003,0.5529999999999999,0.0517642615940258,0.1710557844457626,0.174,0.15184,0.18519000000000002,0.014382995482909363,0.09178416224098204,0.0868,0.08423,0.10300000000000001,0.008539075614061337,2017.0,2017.0,2015,2019,1.5811388300841898
Ethiopia,123.4,122.0,115,134,7.368853370776215,4.4232000076293945,4.46000003814697,4.2860000000000005,4.512,0.10076309196280427,0.29335876909446723,0.308,0.19072999999999998,0.339233845472336,0.060560107931798085,0.766209840751648,0.8646692037582401,0.37932,1.033,0.26954887200866734,0.41254794150924673,0.391,0.34578000000000003,0.532,0.0766037075968423,0.401274548488617,0.408842742443085,0.344,0.452,0.045241967863548886,0.1467271427736282,0.15048,0.1,0.1717,0.028162215462622847,0.2560241480293274,0.24325,0.209,0.31265074014663696,0.04586685716158559,2017.0,2017.0,2015,2019,1.5811388300841898
Finland,3.6,5.0,1,6,2.4083189157584592,7.537799972534181,7.468999862670901,7.406000000000001,7.769,0.15811927372754073,1.356960385032654,1.34,1.29025,1.44357192516327,0.06584507058190961,1.4344293450164798,1.5402467250824,1.1346399999999999,1.5919999999999999,0.20166345857952256,0.8738355339088442,0.8740000000000001,0.80915766954422,0.986,0.07238275480641244,0.6215361713371277,0.6179508566856379,0.57104,0.6809999999999999,0.042299342714863,0.39847430858802796,0.39299999999999996,0.38261154294014,0.41372,0.013016909843543614,0.217782554517746,0.23351,0.153,0.25492,0.04135127832508653,2017.0,2017.0,2015,2019,1.5811388300841898
France,27.8,29.0,23,32,4.08656334834051,6.515199982452392,6.489,6.44199991226196,6.5920000000000005,0.0650054090919659,1.3441166923828118,1.324,1.27778,1.43092346191406,0.06620136506440787,1.3182473703308102,1.38777685165405,1.00508,1.472,0.19476106763567277,0.9162411703567503,0.9079999999999999,0.83795,1.045,0.08485441966291331,0.4883904231033326,0.470222115516663,0.436,0.55011,0.04583068711492553,0.18320848565864561,0.17808,0.172502428293228,0.20646,0.013542153451256523,0.11673646136188501,0.1216,0.098,0.129762306809425,0.012456239521109472,2017.0,2017.0,2015,2019,1.5811388300841898
Gabon,120.4,118.0,103,143,17.840964099509865,4.407800030517578,4.46500015258789,3.8960000000000004,4.7989999999999995,0.3946969779007913,1.1019920478820802,1.06024,1.036,1.1982102394104,0.07171939687285714,1.02631604346466,1.1556202173233001,0.72368,1.183,0.2040003689467141,0.4229397176971436,0.40399999999999997,0.3494,0.5710000000000001,0.08973386225078223,0.3126897154083252,0.31232857704162603,0.28098,0.35600000000000004,0.028442703045552308,0.07741935744047164,0.0760467872023582,0.052000000000000005,0.11091,0.025096897274978002,0.04988907566738128,0.0437853783369064,0.032,0.06822,0.014985676506063698,2017.0,2017.0,2015,2019,1.5811388300841898
Gambia,120.0,120.0,120,120,,4.516,4.516,4.516,4.516,,0.308,0.308,0.308,0.308,,0.9390000000000001,0.9390000000000001,0.9390000000000001,0.9390000000000001,,0.428,0.428,0.428,0.428,,0.382,0.382,0.382,0.382,,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.16699999999999998,,0.26899999999999996,0.26899999999999996,0.26899999999999996,0.26899999999999996,,2019.0,2019.0,2019,2019,
Georgia,125.6,126.0,119,130,4.159326868617083,4.338799954986572,4.297,4.252,4.519,0.10552585437599032,0.8538865328445434,0.853,0.7419,0.950612664222717,0.07613133210813174,0.481344986793518,0.57061493396759,0.19249000000000002,0.6659999999999999,0.19164524896966334,0.6828313961715697,0.649546980857849,0.64035,0.752,0.05347656602071211,0.3521580071220398,0.34600000000000003,0.309410035610199,0.40576999999999996,0.03879499077030255,0.2665553270549774,0.25166663527488703,0.16399999999999998,0.38331,0.0862530861819639,0.051667763087511066,0.0540088154375553,0.038,0.06786,0.011662589041804353,2017.0,2017.0,2015,2019,1.5811388300841898
Germany,18.0,16.0,15,26,4.527692569068708,6.92900004272461,6.965,6.75,6.994,0.10146675489963525,1.395342676742554,1.3730000000000002,1.32792,1.48792338371277,0.0697103496689718,1.359526070281982,1.454,1.09774,1.474,0.16351453370765057,0.8707361463508606,0.861,0.798950731754303,0.987,0.07472025404968784,0.5585882768974304,0.562511384487152,0.495,0.6147699999999999,0.04620392499953506,0.2651343876247406,0.276731938123703,0.21843,0.28551,0.027166031509819267,0.2913858340091706,0.28214,0.261,0.33626917004585305,0.029723069395787474,2017.0,2017.0,2015,2019,1.5811388300841898
Ghana,115.0,114.0,98,131,13.0,4.536399977111816,4.633,4.11999988555908,4.996,0.3450743743406664,0.6093749648857116,0.611,0.5455800000000001,0.667224824428558,0.045253752569286515,0.7621469473495484,0.868,0.49353,0.8959999999999999,0.17359197703618448,0.36335354535675035,0.337,0.29563772678375205,0.486,0.08091907899448686,0.42723525870323176,0.423026293516159,0.381,0.499,0.04366515461421294,0.03409727397441864,0.0326,0.0253363698720932,0.04355,0.007569241637421123,0.2313647887516022,0.23087,0.212,0.25692394375801103,0.019926510644127086,2017.0,2017.0,2015,2019,1.5811388300841898
Greece,89.8,87.0,79,102,10.232301793829187,5.152400047302247,5.2270002365112305,4.857,5.358,0.20461624769768408,1.2054814962234501,1.181,1.1540000000000001,1.28948748111725,0.06089449579492326,1.056294914543152,1.156,0.75473,1.23941457271576,0.20722293092920843,0.8741237806167602,0.879,0.80029,0.9990000000000001,0.07940365917183041,0.08578825018835068,0.07699,0.05822000000000001,0.131,0.02886772226457133,0.035305955378294,0.04127,0.013969999999999998,0.044000000000000004,0.012568076199669693,0.0,0.0,0.0,0.0,0.0,2017.0,2017.0,2015,2019,1.5811388300841898
Guatemala,33.6,30.0,27,43,6.985699678629192,6.34379999923706,6.382000000000001,6.122999999999999,6.4539999961853,0.13346235345523508,0.8066143891944886,0.8,0.74553,0.872001945972443,0.04869938911767207,1.141467038726806,1.25558519363403,0.8711899999999999,1.2690000000000001,0.17883907967379958,0.6157759979515076,0.608,0.540239989757538,0.746,0.0854667521135402,0.5502861235847474,0.535,0.50379,0.604,0.039912957384989,0.08159065571641923,0.078,0.071,0.09472,0.00929889447450288,0.24009167856597902,0.27489,0.175,0.28808,0.057806134592554174,2017.0,2017.0,2015,2019,1.5811388300841898
Guinea,141.6,149.0,118,151,13.903237033151667,3.853599993896484,3.656,3.50699996948242,4.534,0.4168696502369735,0.2733739860191346,0.24454993009567302,0.17417,0.38,0.08580850562422199,0.6375789371299745,0.7912446856498722,0.3109,0.8290000000000001,0.2348882818012776,0.2417018278369904,0.21100000000000002,0.18829,0.375,0.07718417419066509,0.35227350259399415,0.348587512969971,0.30953,0.39399999999999996,0.033972542035390504,0.1063055235438346,0.110937617719173,0.086,0.12139000000000001,0.01564453135732664,0.24850501841735842,0.264815092086792,0.185,0.29914,0.050085967605403056,2017.0,2017.0,2015,2019,1.5811388300841898
Haiti,139.0,145.0,119,148,12.144957801491117,3.8655999851226803,3.6029999256133998,3.582,4.518,0.4103453542651136,0.3228620525741578,0.32299999999999995,0.26673,0.368610262870789,0.0375281052402096,0.616215964389801,0.688,0.29561,0.74302,0.18314570230437416,0.3357462260074616,0.289,0.27494,0.449,0.07890233246536833,0.08926797146523,0.0303698573261499,0.025,0.24425,0.09566981693097507,0.1260764299054146,0.11,0.0998721495270729,0.17175,0.031095158235179582,0.44833075617790225,0.46187,0.392,0.48920378088951094,0.04142426179591111,2017.0,2017.0,2015,2019,1.5811388300841898
Honduras,86.2,91.0,59,105,20.216330032921405,5.240800046539306,5.1810002326965305,4.788,5.86,0.44666507927348054,0.6564366235466004,0.642,0.59532,0.730573117733002,0.05522767238398916,1.058876995742798,1.14394497871399,0.7559600000000001,1.236,0.20175993516954982,0.6622998959884644,0.622,0.582569479942322,0.828,0.10328469965175584,0.3966219720420838,0.40148,0.26755,0.507,0.09369343420345326,0.07253109050941468,0.0733454525470734,0.06825,0.078,0.003971966040592333,0.2227717747297286,0.23026999999999997,0.19699999999999998,0.24600000000000002,0.021080197189838615,2017.0,2017.0,2015,2019,1.5811388300841898
Hong Kong,74.75,75.5,72,76,1.8929694486000928,5.4479999999999995,5.443999999999999,5.43,5.474,0.021786846184490873,1.4349349999999998,1.4215,1.38604,1.5107,0.05488337544284243,1.1238475,1.1675900000000001,0.87021,1.29,0.19975530320452908,1.0295125,1.02164,0.9527700000000001,1.122,0.07001685672036415,0.5102175,0.5023949999999999,0.44,0.59608,0.06673030614595843,0.31642750000000003,0.303735,0.287,0.37124,0.038802695245734334,0.3249375,0.32639,0.24600000000000002,0.40097,0.08440117233585481,2017.0,2017.0,2015,2019,1.825741858350585
"Hong Kong S.A.R., China",71.0,71.0,71,71,,5.47200012207031,5.47200012207031,5.47200012207031,5.47200012207031,,1.55167484283447,1.55167484283447,1.55167484283447,1.55167484283447,,1.26279091835022,1.26279091835022,1.26279091835022,1.26279091835022,,0.943062424659729,0.943062424659729,0.943062424659729,0.943062424659729,,0.490968644618988,0.490968644618988,0.490968644618988,0.490968644618988,,0.29393374919891396,0.29393374919891396,0.29393374919891396,0.29393374919891396,,0.374465793371201,0.374465793371201,0.374465793371201,0.374465793371201,,2017.0,2017.0,2017,2017,
Hungary,80.2,75.0,62,104,17.079227148791013,5.329399976348876,5.32399988174438,4.8,5.757999999999999,0.38158983256802437,1.20407438685608,1.2009999999999998,1.12094,1.2860119342803997,0.06348848261179113,1.2575846183853139,1.34313309192657,0.9316399999999999,1.41,0.2002684777564538,0.7365786905059812,0.732,0.67608,0.828,0.06108763990842577,0.23053670386219022,0.19899999999999998,0.17586351931095098,0.32111999999999996,0.05932424185402061,0.03018738748192788,0.02758,0.02,0.044719999999999996,0.01037314040970181,0.08948033248186113,0.081,0.061,0.128,0.025397692627582687,2017.0,2017.0,2015,2019,1.5811388300841898
Iceland,3.2,3.0,2,4,0.8366600265340756,7.511000037384034,7.501,7.494,7.561,0.02825773072605819,1.3865226040802,1.38,1.3023200000000001,1.480633020401,0.0698115695552909,1.4928128014068602,1.6105740070343,1.18326,1.6440000000000001,0.1987231317773143,0.9177444244232179,0.914,0.8335521221160892,1.026,0.07461399330004843,0.6180345270652771,0.6271626353263849,0.56624,0.677,0.04209821381464166,0.1401453118944168,0.14145,0.11800000000000001,0.15352655947208402,0.013856652133709381,0.4191240441474914,0.4363,0.353,0.47678000000000004,0.062079662584230734,2017.0,2017.0,2015,2019,1.5811388300841898
India,126.0,122.0,117,140,10.074720839804943,4.297800011444092,4.31500005722046,4.015,4.565,0.2089059608821557,0.7307142496299744,0.74036,0.64499,0.7922212481498722,0.05456409684641176,0.5881165193481446,0.747,0.29247,0.765,0.2313930322862266,0.4989255233669282,0.485,0.45091000000000003,0.588,0.0561104648012839,0.4615394009990693,0.469987004995346,0.39786,0.539,0.06103358418034573,0.08847337705183031,0.08722,0.08492000000000001,0.09300000000000001,0.003900029802066726,0.22371369789218898,0.23153848946094502,0.172,0.26475,0.03770815521497999,2017.0,2017.0,2015,2019,1.5811388300841898
Indonesia,84.4,81.0,74,96,9.235799911215054,5.2520000167846685,5.26200008392334,5.093,5.399,0.1166554774522747,0.9209697184677124,0.9309999999999999,0.8282700000000001,0.995538592338562,0.06253249487857958,1.131154939857482,1.203,0.87625,1.2744446992874099,0.15783123155910742,0.5612031441059113,0.522,0.49234572052955605,0.66,0.08135928996120695,0.4661606926403046,0.46611,0.39237,0.5379999999999999,0.05418598806552629,0.01290742709809542,0.0153171354904771,0.0,0.027999999999999997,0.011401476529055274,0.5348529175872802,0.51535,0.484,0.611704587936401,0.05280211227856427,2017.0,2017.0,2015,2019,1.5811388300841898
Iran,109.2,108.0,105,117,4.764451699828637,4.689199982452392,4.69199991226196,4.548,4.813,0.09433822065932901,1.0884506213912961,1.1,1.0088,1.15687310695648,0.056734262054880136,0.6515182498054505,0.7115512490272521,0.38856999999999997,0.8420000000000001,0.18355125758521523,0.6911406377067566,0.691,0.639333188533783,0.785,0.059001706357237706,0.30781852162265777,0.30033000000000004,0.22544,0.45899999999999996,0.09100529400345267,0.0834182146999836,0.058629999999999995,0.048761073499918005,0.129,0.03997066571312518,0.34109658264923104,0.38086,0.27,0.387242913246155,0.05962123024655472,2017.0,2017.0,2015,2019,1.5811388300841898
Iraq,116.8,117.0,112,126,5.718391382198319,4.528400043487548,4.49700021743774,4.437,4.677,0.09853322579839162,1.043188097091674,1.043,0.98549,1.1027104854583702,0.04735238344343077,0.8681106395606994,0.971,0.59205,0.98,0.16878122890501893,0.5448620939979554,0.536,0.501180469989777,0.60237,0.04273684189311905,0.21642310653877264,0.24856,0.0,0.304,0.12384321118734615,0.1130911509375572,0.10721575468778599,0.08900000000000001,0.13788,0.022902619672019953,0.174149452802658,0.17922000000000002,0.14800000000000002,0.19963726401329,0.025077769664515723,2017.0,2017.0,2015,2019,1.5811388300841898
Ireland,16.4,16.0,14,19,2.0736441353327715,6.964400047302246,6.977,6.907,7.021,0.04304418067557936,1.4604153278579723,1.4834100000000001,1.33596,1.5357066392898602,0.07637012250614922,1.445056223068238,1.5530000000000002,1.16157,1.5830000000000002,0.17997576571322244,0.878932524848938,0.8759999999999999,0.8097826242446899,0.9990000000000001,0.07684480096592701,0.5721920684051514,0.5731103420257571,0.516,0.6177699999999999,0.04476278506765653,0.29979163066291803,0.29838815331459007,0.28703,0.31,0.008841004762385413,0.388299664571762,0.42785832285881,0.298,0.45901000000000003,0.07919898027569437,2017.0,2017.0,2015,2019,1.5811388300841898
Israel,13.0,11.0,11,19,3.4641016151377544,7.142199964141847,7.212999820709231,6.814,7.278,0.19154292900839004,1.303722484680176,1.301,1.2285700000000002,1.3753824234008798,0.05637097168937839,1.3219179927444462,1.37628996372223,0.9953700000000001,1.5590000000000002,0.21972155580132047,0.9026887999610901,0.883,0.83840399980545,1.0290000000000001,0.07658979177053107,0.41749972076606756,0.40598860383033797,0.36432,0.5329999999999999,0.06797370951585811,0.12087442001199722,0.0852421000599861,0.07785,0.272,0.0845569474621292,0.3199365309906006,0.330082654953003,0.261,0.354,0.03494385707576348,2017.0,2017.0,2015,2019,1.5811388300841898
Italy,46.2,48.0,36,50,5.848076606885379,6.022400045013428,5.977,5.9479999999999995,6.223,0.11374222359374525,1.3118313237838741,1.294,1.25114,1.3950666189193701,0.06139332826204824,1.334672656333924,1.44492328166962,1.04167,1.501,0.20489152854842485,0.9287248695335389,0.946,0.8510200000000001,1.0390000000000001,0.07885396868086575,0.2438161425361634,0.256450712680817,0.18827,0.281,0.03583215639765913,0.02811961828315258,0.0280280914157629,0.02556,0.03,0.0016509805010445856,0.17257192963504803,0.16684000000000002,0.13699999999999998,0.22823000000000002,0.033942696293545356,2017.0,2017.0,2015,2019,1.5811388300841898
Ivory Coast,124.8,128.0,99,151,21.684095554115235,4.2731999656677235,4.17999982833862,3.655,4.944,0.5307228165430862,0.5466917841262818,0.55507,0.46534,0.6030489206314089,0.050976678537400566,0.7863380060501097,0.8079999999999999,0.57576,0.904780030250549,0.1288502080381244,0.11145043393683433,0.08,0.04476,0.23199999999999998,0.0799154938795356,0.4283992385463714,0.4477061927318571,0.35200000000000004,0.46866,0.04948345575770893,0.1315163550891876,0.130061775445938,0.09,0.17922000000000002,0.036674942237252386,0.181253493982315,0.201237469911575,0.146,0.20338,0.028681530609551486,2017.0,2017.0,2015,2019,1.5811388300841898
Jamaica,65.2,65.0,56,76,9.311283477587825,5.661999974060058,5.709,5.31099987030029,5.89,0.2512379803339902,0.8558578618927001,0.831,0.81038,0.925579309463501,0.050768820621543614,1.2907916128616344,1.3682180643081698,0.96372,1.493,0.22827724981341405,0.6894244768333436,0.6874100000000001,0.5946899999999999,0.831,0.08856897724109687,0.49593944781112675,0.49,0.43596999999999997,0.575,0.05104423288813223,0.03603955620384216,0.031,0.02299,0.0552677810192108,0.013015983077911826,0.1743136674642562,0.2123,0.096,0.23381833732128102,0.06701685243931539,2017.0,2017.0,2015,2019,1.5811388300841898
Japan,52.4,53.0,46,58,4.39317652729776,5.9258000152587895,5.92000007629395,5.886,5.987,0.037090427049964105,1.3377450356597902,1.327,1.27074,1.41691517829895,0.060369845187562825,1.326999565727234,1.419,1.06054,1.462,0.16920985991508408,0.9790991742172241,0.988,0.9134758710861209,1.088,0.07160576529214645,0.49347710919570914,0.49615,0.445,0.5529999999999999,0.0409781674960375,0.1648421473169326,0.163760736584663,0.14,0.18985,0.020689935273369243,0.095572553630352,0.10224,0.069,0.12057276815175999,0.02110655989642511,2017.0,2017.0,2015,2019,1.5811388300841898
Jordan,85.4,82.0,74,101,10.430723848324236,5.179599993133545,5.192,4.906000000000001,5.33599996566772,0.16959156027118788,0.9097444788856505,0.9019799999999999,0.8220000000000001,0.9967299999999999,0.0824955982095399,1.1290337785873419,1.225,0.86216,1.265,0.17078652657855184,0.6736200116653441,0.645,0.6045900583267211,0.815,0.08734023206320156,0.407252229850769,0.40660999999999997,0.36023,0.46799999999999997,0.0406654323436703,0.13194065443754202,0.13297,0.11980327218771002,0.14293,0.008323886710067764,0.13306409204483038,0.13,0.11,0.17217046022415197,0.025834810407765814,2017.0,2017.0,2015,2019,1.5811388300841898
Kazakhstan,57.6,60.0,54,60,3.2863353450309964,5.838399953460694,5.8189997673034695,5.79,5.919,0.05088027375287172,1.1905052539291379,1.173,1.1225399999999999,1.2845562696456898,0.06622535054955143,1.2972438031387319,1.3843690156936599,0.95544,1.516,0.24862620004910319,0.6367163101272585,0.631,0.57386,0.7290000000000001,0.05807173406074119,0.4446288566474914,0.43745428323745705,0.4052,0.51649,0.044880700764693846,0.1064285772771836,0.11132,0.08454,0.121,0.015726972676969778,0.15286888461208342,0.14800000000000002,0.11827,0.20196442306041698,0.030356028105694058,2017.0,2017.0,2015,2019,1.5811388300841898
Kenya,120.8,122.0,112,125,5.167204273105526,4.449399994659424,4.419,4.356,4.55299997329712,0.0798204147871394,0.49057189242935173,0.512,0.36471,0.560479462146759,0.07453796395083295,0.972022145111084,0.99876,0.7624,1.0679507255554201,0.12222090337027239,0.41216166993522635,0.41435,0.30146999999999996,0.581,0.11505829991352139,0.4431347532100678,0.431,0.40576,0.504,0.038019009835040515,0.059578263843059545,0.05839,0.053,0.06686,0.006006334929221341,0.3915120618724822,0.37542,0.35200000000000004,0.444860309362411,0.03715089732364604,2017.0,2017.0,2015,2019,1.5811388300841898
Kosovo,67.2,69.0,46,78,12.911235417263525,5.606199961090089,5.5889999999999995,5.27899980545044,6.1,0.31480745198980836,0.8782828764305114,0.882,0.80148,0.951484382152557,0.05556475327257461,1.014490700645446,1.1378535032272301,0.66062,1.232,0.2623013491797366,0.609754410041809,0.578,0.54,0.758,0.0908034446598881,0.31774758810043335,0.260287940502167,0.14396,0.489,0.14554461940642652,0.03987032361125946,0.04741,0.006,0.06547,0.024767934702333124,0.28379028950119023,0.27992,0.262,0.319931447505951,0.02175031854597971,2017.0,2017.0,2015,2019,1.5811388300841898
Kuwait,43.0,41.0,39,51,5.0990195135927845,6.148600003814698,6.10500001907349,6.021,6.295,0.11411748150129335,1.555662490341186,1.5542200000000002,1.474,1.63295245170593,0.06986125224275709,1.184643749717712,1.25969874858856,0.8775799999999999,1.319,0.18156376873524263,0.6951431416244505,0.675,0.6321057081222529,0.8079999999999999,0.07337825291457269,0.5059975185203551,0.49633759260177596,0.43166000000000004,0.55499,0.05121722802422183,0.18218791006183618,0.21515955030918102,0.09699999999999999,0.25609,0.07513438531350078,0.17184395958042137,0.16228,0.142,0.228289797902107,0.03294093389992662,2017.0,2017.0,2015,2019,1.5811388300841898
Kyrgyzstan,87.6,86.0,77,98,7.893034904268444,5.173400037384034,5.185,5.0040001869201705,5.2860000000000005,0.11289501391943124,0.5423880152168274,0.551,0.47428000000000003,0.5962200760841371,0.044972480117087016,1.27074571823883,1.39423859119415,0.95434,1.4380000000000002,0.21138768008297495,0.6151655593147277,0.594,0.553457796573639,0.723,0.0721823043639127,0.4679666777400969,0.454943388700485,0.40212,0.54,0.05567512201774149,0.03747583580064774,0.0394391790032387,0.023,0.047619999999999996,0.009299251255665024,0.338840074705124,0.3003,0.281,0.42858037352562,0.06415042447343956,2017.0,2017.0,2015,2019,1.5811388300841898
Laos,104.0,103.5,99,110,4.690415759823428,4.79275,4.836,4.623,4.876,0.11928502280951571,0.68877,0.70021,0.5906600000000001,0.764,0.07377931146330927,0.8379325,0.884015,0.5497,1.034,0.23691832113972672,0.481,0.49504499999999996,0.38291,0.551,0.08318232224056585,0.5726475000000001,0.571455,0.52168,0.626,0.04705710529062887,0.20117999999999997,0.199115,0.16399999999999998,0.24249,0.03811790218082139,0.33717749999999996,0.34396,0.23,0.43078999999999995,0.1040798483136865,2017.0,2017.0,2015,2019,1.825741858350585
Latvia,63.4,54.0,53,89,15.662056059151364,5.676199980926514,5.849999904632571,5.098,5.94,0.3583157709515064,1.185349724960328,1.187,1.11312,1.26074862480164,0.05778856163117453,1.27391698839569,1.40471494197845,0.95025,1.465,0.23590297184531042,0.697091394165039,0.6709999999999999,0.638566970825195,0.812,0.07308974694523952,0.3058755824890136,0.29671,0.264,0.363,0.03926101792604613,0.07121254532957079,0.066,0.06332,0.0889,0.010738338060528816,0.13535695721340177,0.153074786067009,0.075,0.18225999999999998,0.04890007898538391,2017.0,2017.0,2015,2019,1.5811388300841898
Lebanon,91.0,91.0,80,103,8.336666000266534,5.149599980926514,5.197,4.8389999999999995,5.358,0.19252219717385752,1.0350615061416621,1.0256399999999999,0.965,1.12268,0.06437852067483524,0.9948948495101921,1.1296242475509601,0.64184,1.224,0.25843941187710445,0.7872522153244018,0.785,0.7350810766220089,0.83947,0.04146064863783607,0.32179119700241077,0.28851598501205394,0.21600000000000003,0.503,0.11065589146793539,0.05538876595354081,0.037513829767704,0.027000000000000003,0.136,0.045632102062472625,0.2199841517391204,0.21854,0.166,0.26445075869560203,0.03611310424478133,2017.0,2017.0,2015,2019,1.5811388300841898
Lesotho,130.25,140.0,97,144,22.261701043121867,4.07900002193451,3.8080000438690202,3.802,4.898,0.5460073114424957,0.4643678117275237,0.48050000000000004,0.37545,0.521021246910095,0.06266573746823802,1.15378129655838,1.17954759311676,1.04103,1.215,0.07748309932807082,0.08078,0.07756,0.0,0.168,0.06869648414099032,0.372582824807167,0.374830649614334,0.31767,0.423,0.0449764169681493,0.112283660004139,0.115547320008278,0.09300000000000001,0.12504,0.01391705985439842,0.13609431797385224,0.13674863594770448,0.107,0.16388,0.028754080959198212,2017.25,2017.5,2015,2019,1.7078251276599052
Liberia,140.8,148.0,116,150,14.307340773183533,3.8391999984741227,3.622,3.495,4.571000000000001,0.45093813452408316,0.08926035860967639,0.076,0.0712,0.11904179304838199,0.0221933210478606,0.7890655873222353,0.858,0.50353,0.922,0.1664723349223642,0.3027156393594742,0.267,0.229918196797371,0.44299999999999995,0.09062166994499492,0.332934236486435,0.33288118243217496,0.25748000000000004,0.419,0.064696597656708,0.042557649814367306,0.0389482490718365,0.03,0.06232000000000001,0.013116507892253826,0.237959977054596,0.24063,0.20600000000000002,0.26654988527298,0.02180933997121145,2017.0,2017.0,2015,2019,1.5811388300841898
Libya,68.0,68.0,63,72,3.391164991562634,5.597000019073485,5.566,5.525,5.754,0.09526540068028001,1.065826612869262,1.0668799999999998,0.985,1.13145,0.05614976847926553,1.215988866020202,1.3030000000000002,0.95076,1.3575643301010099,0.17705972222467772,0.5946018039398193,0.5529999999999999,0.520169019699097,0.7038,0.08726764064113687,0.4402266460227966,0.41668,0.40671999999999997,0.496,0.038811477329525085,0.12124604203605653,0.11023,0.0926102101802826,0.152,0.02702675749414918,0.1509787332906724,0.15207366645336198,0.11599999999999999,0.18295,0.027229441319500333,2017.0,2017.0,2015,2019,1.5811388300841898
Lithuania,52.0,52.0,42,60,6.782329983125268,5.929799990081788,5.90199995040894,5.813,6.149,0.13446821442004883,1.233202469573974,1.238,1.14723,1.3145823478698702,0.06450466536289952,1.367415221321106,1.47351610660553,1.0641100000000001,1.527,0.20161372319529308,0.708193988040924,0.716,0.62894994020462,0.818,0.0753449895428572,0.25558835698795324,0.234231784939766,0.18929,0.35,0.06480217673246354,0.01767512857061624,0.0118656428530812,0.006,0.042,0.014285296027540037,0.025164931335270403,0.026000000000000002,0.010164656676352,0.043,0.011932120513594144,2017.0,2017.0,2015,2019,1.5811388300841898
